UID	ProportionCoverage30x
Reddy_3778T	0.103113
Reddy_3779T	0.08181
Reddy_3780T	0.168148
Reddy_3781T	0.084183
Reddy_3782T	0.323897
Reddy_3783T	0.276689
Reddy_3784T	0.551381
Reddy_3785T	0.66648
Reddy_3786T	0.166241
Reddy_3787T	0.535491
Reddy_3810T	5.64e-4
Reddy_3811T	0.324802
Reddy_3812T	0.4604
Reddy_3814T	0.194786
Reddy_3815T	0.347246
Reddy_3816T	0.047453
Reddy_3817T	0.076905
Reddy_3819T	0.103889
Reddy_3820T	0.046974
Reddy_3821T	0.204778
Reddy_3822T	0.022882
Reddy_3823T	0.499841
Reddy_3824T	0.231331
Reddy_3825T	0.596035
Reddy_3826T	0.117721
Reddy_3827T	0.273676
Reddy_3828T	0.255738
Reddy_3829T	0.351974
Reddy_3830T	0.078115
Reddy_3831T	0.507206
Reddy_3832T	0.716354
Reddy_3833T	0.035621
Reddy_3834T	0.043389
Reddy_3835T	0.51656
Reddy_3836T	0.473959
Reddy_3837T	0.169971
Reddy_3838T	0.570827
Reddy_3839T	0.620163
Reddy_3840T	0.482764
Reddy_3842T	0.548938
Reddy_3843T	0.162407
Reddy_3845T	0.271913
Reddy_3846T	0.080778
Reddy_3847T	0.215581
Reddy_3848T	0.3413
Reddy_3849T	0.144424
Reddy_3851T	0.588066
Reddy_3852T	0.188264
Reddy_3854T	0.064852
Reddy_3856T	0.627586
Reddy_3857T	0.610188
Reddy_3859T	0.217739
Reddy_3861T	0.367247
Reddy_3865T	0.426666
Reddy_3867T	0.194811
Reddy_3871T	0.046706
Reddy_3872T	0.287766
Reddy_3873T	0.638773
Reddy_3875T	0.209135
Reddy_3876T	0.736665
Reddy_3879T	0.365337
Reddy_3880T	0.342545
Reddy_3881T	0.215618
Reddy_3882T	0.529569
Reddy_3883T	0.268962
Reddy_3885T	0.526685
Reddy_3886T	0.226264
Reddy_3887T	0.250284
Reddy_3888T	0.449459
Reddy_3889T	0.254444
Reddy_3891T	0.332803
Reddy_3892T	0.219325
Reddy_3893T	0.118936
Reddy_3894T	0.286687
Reddy_3895T	0.235483
Reddy_3896T	0.261993
Reddy_3898T	0.276915
Reddy_3899T	0.288614
Reddy_3900T	0.317901
Reddy_3901T	0.206571
Reddy_3902T	0.315017
Reddy_3903T	0.066803
Reddy_3904T	0.103732
Reddy_3905T	0.324308
Reddy_3906T	0.003031
Reddy_3907T	0.002719
Reddy_3908T	0.036331
Reddy_3909T	8.32e-4
Reddy_3910T	0.198957
Reddy_3911T	0.014629
Reddy_3912T	0.095041
Reddy_3913T	0.003168
Reddy_3914T	0.170536
Reddy_3915T	0.059461
Reddy_3916T	0.046262
Reddy_3917T	0.062001
Reddy_3918T	0.083308
Reddy_3919T	0.014948
Reddy_3920T	0.038196
Reddy_3921T	0.004027
Reddy_3922T	0.260672
Reddy_3923T	0.209881
Reddy_3924T	0.153292
Reddy_3925T	0.367894
Reddy_3926T	0.296618
Reddy_3927T	0.259693
Reddy_3928T	0.254061
Reddy_3929T	0.050934
Reddy_3930T	0.092903
Reddy_3931T	0.09095
Reddy_3932T	0.140725
Reddy_3933T	0.414678
Reddy_3934T	2.6e-4
Reddy_3935T	0.136186
Reddy_3936T	0.178167
Reddy_3937T	0.151594
Reddy_3938T	0.368015
Reddy_3939T	0.527918
Reddy_3940T	0.118751
Reddy_3941T	0.115368
Reddy_3942T	1.91e-4
Reddy_3943T	0.038728
Reddy_3944T	0.00998
Reddy_3945T	0.04213
Reddy_3946T	0.283731
Reddy_3948T	0.080551
Reddy_3949T	0.036284
Reddy_3950T	0.009556
Reddy_3951T	0.02101
Reddy_3952T	0.042808
Reddy_3953T	0.021776
Reddy_3954T	0.001663
Reddy_3955T	3.2e-5
Reddy_3956T	0.017192
Reddy_3957T	0.028304
Reddy_3958T	0.006711
Reddy_3959T	0.022552
Reddy_3960T	0.14223
Reddy_3961T	3.5e-5
Reddy_3962T	6.6e-5
Reddy_3963T	0.109699
Reddy_3964T	0.0573
Reddy_3965T	0.178103
Reddy_3966T	0.02481
Reddy_3967T	0.184256
Reddy_3968T	0.193784
Reddy_3969T	8.74e-4
Reddy_3971T	0.309546
Reddy_3972T	0.201564
Reddy_3973T	0.063892
Reddy_3974T	0.1918
Reddy_3975T	0.255671
Reddy_3976T	0.020393
Reddy_3977T	0.005523
Reddy_3978T	0.010013
Reddy_3979T	0.14006
Reddy_3980T	0.01972
Reddy_3981T	0.012103
Reddy_3982T	0.033775
Reddy_3983T	0.221471
Reddy_3984T	0.013645
Reddy_3985T	9.33e-4
Reddy_3986T	0.087673
Reddy_3987T	0.12999
Reddy_3988T	0.001874
Reddy_3989T	0.049513
Reddy_3990T	0.110851
Reddy_3991T	0.031821
Reddy_3992T	0.064304
Reddy_3993T	0.130992
Reddy_3994T	0.010563
Reddy_3995T	0.002963
Reddy_3996T	0.156449
Reddy_3997T	0.026078
Reddy_3998T	0.084806
Reddy_3999T	0.013506
Reddy_4000T	0.021572
Reddy_648T	0.547075
Reddy_658T	0.157123
Reddy_683T	0.067237
Reddy_684T	0.683418
Reddy_689T	0.159602
Reddy_690T	0.02606
Reddy_695T	0.226683
Reddy_702T	0.008402
Reddy_704T	0.247452
Reddy_705T	0.317682
Reddy_707T	0.038607
Reddy_759T	0.031677
Reddy_787T	0.023938
Reddy_790T	0.254596
Reddy_793T	0.358558
Reddy_799T	0.20651
Reddy_800T	0.421035
Reddy_813T	0.485718
Reddy_816T	0.373468
Reddy_823T	0.721416
Reddy_829T	0.436412
Reddy_830T	0.079604
Reddy_831T	0.627982
DLBCL10450T	0.969962
DLBCL10451T	0.967079
DLBCL10452T	0.934523
DLBCL10453T	0.953831
DLBCL10454T	0.964199
DLBCL10455T	0.931996
DLBCL10456T	0.962061
DLBCL10457T	0.912423
DLBCL10458T	0.910924
DLBCL10459T	0.972592
DLBCL10460T	0.951504
DLBCL10461T	0.932255
DLBCL10462T	0.912275
DLBCL10463T	0.946454
DLBCL10464T	0.968779
DLBCL10465T	0.958894
DLBCL10466T	0.940653
DLBCL10467T	0.947894
DLBCL10469T	0.973937
DLBCL10470T	0.962043
DLBCL10471T	0.864402
DLBCL10472T	0.970547
DLBCL10473T	0.949532
DLBCL10474T	0.906387
DLBCL10475T	0.922345
DLBCL10476T	0.961199
DLBCL10477T	0.845602
DLBCL10478T	0.963644
DLBCL10479T	0.912967
DLBCL10480T	0.925828
DLBCL10481T	0.970119
DLBCL10482T	0.936847
DLBCL10483T	0.914214
DLBCL10484T	0.963538
DLBCL10485T	0.876784
DLBCL10486T	0.927845
DLBCL10487T	0.924666
DLBCL10488T	0.926056
DLBCL10489T	0.910839
DLBCL10490T	0.937548
DLBCL10491T	0.962023
DLBCL10492T	0.950411
DLBCL10493T	0.968842
DLBCL10494T	0.964885
DLBCL10495T	0.903058
DLBCL10497T	0.966046
DLBCL10498T	0.948056
DLBCL10499T	0.921779
DLBCL10500T	0.93587
DLBCL10501T	0.960184
DLBCL10502T	0.971585
DLBCL10503T	0.942041
DLBCL10504T	0.923203
DLBCL10505T	0.970814
DLBCL10506T	0.937333
DLBCL10507T	0.918813
DLBCL10508T	0.914794
DLBCL10509T	0.868431
DLBCL10510T	0.960774
DLBCL10512T	0.961884
DLBCL10513T	0.970752
DLBCL10514T	0.96963
DLBCL10515T	0.917366
DLBCL10516T	0.938023
DLBCL10517T	0.935728
DLBCL10518T	0.896141
DLBCL10519T	0.945676
DLBCL10520T	0.948698
DLBCL10521T	0.92998
DLBCL10522T	0.967222
DLBCL10523T	0.951143
DLBCL10524T	0.947076
DLBCL10527T	0.966576
DLBCL10528T	0.966388
DLBCL10529T	0.863278
DLBCL10530T	0.936586
DLBCL10531T	0.882603
DLBCL10532T	0.925202
DLBCL10533T	0.930678
DLBCL10534T	0.830324
DLBCL10535T	0.945306
DLBCL10536T	0.95947
DLBCL10537T	0.964915
DLBCL10538T	0.963057
DLBCL10539T	0.940208
DLBCL10540T	0.956014
DLBCL10541T	0.958723
DLBCL10542T	0.93433600000000006
DLBCL10543T	0.963699
DLBCL10544T	0.964671
DLBCL10545T	0.973474
DLBCL10546T	0.943627
DLBCL10547T	0.971952
DLBCL10548T	0.969507
DLBCL10549T	0.899815
DLBCL10550T	0.899532
DLBCL10552T	0.97169
DLBCL10553T	0.960389
DLBCL10554T	0.922867
DLBCL10555T	0.981152
DLBCL10564T	0.959319
DLBCL10565T	0.944271
DLBCL10566T	0.866728
DLBCL10780T	0.950185
DLBCL10781T	0.934853
DLBCL10782T	0.963777
DLBCL10833T	0.93745
DLBCL10834T	0.927024
DLBCL10835T	0.922089
DLBCL10836T	0.930415
DLBCL10837T	0.909771
DLBCL10838T	0.937104
DLBCL10839T	0.942222
DLBCL10842T	0.939298
DLBCL10843T	0.944015
DLBCL10844T	0.941979
DLBCL10845T	0.903805
DLBCL10846T	0.931649
DLBCL10847T	0.913467
DLBCL10848T	0.899149
DLBCL10849T	0.902864
DLBCL10850T	0.940256
DLBCL10851T	0.931696
DLBCL10852T	0.939488
DLBCL10853T	0.926626
DLBCL10854T	0.948355
DLBCL10855T	0.932289
DLBCL10856T	0.937482
DLBCL10857T	0.922341
DLBCL10858T	0.92368
DLBCL10859T	0.941289
DLBCL10860T	0.928668
DLBCL10861T	0.949626
DLBCL10862T	0.875567
DLBCL10863T	0.889872
DLBCL10864T	0.908239
DLBCL10865T	0.93774
DLBCL10866T	0.919209
DLBCL10867T	0.953987
DLBCL10868T	0.946861
DLBCL10869T	0.906418
DLBCL10870T	0.914357
DLBCL10871T	0.900889
DLBCL10872T	0.88959
DLBCL10873T	0.941161
DLBCL10874T	0.930104
DLBCL10875T	0.944557
DLBCL10876T	0.91364
DLBCL10877T	0.920685
DLBCL10878T	0.945383
DLBCL10879T	0.902298
DLBCL10880T	0.936108
DLBCL10881T	0.926439
DLBCL10883T	0.953137
DLBCL10884T	0.931067
DLBCL10885T	0.948071
DLBCL10887T	0.947313
DLBCL10888T	0.885806
DLBCL10889T	0.967736
DLBCL10890T	0.944673
DLBCL10891T	0.874603
DLBCL10892T	0.880035
DLBCL10893T	0.968653
DLBCL10894T	0.905044
DLBCL10895T	0.942638
DLBCL10896T	0.943825
DLBCL10897T	0.936523
DLBCL10898T	0.934737
DLBCL10899T	0.935473
DLBCL10900T	0.93928
DLBCL10901T	0.926546
DLBCL10902T	0.941538
DLBCL10903T	0.930502
DLBCL10904T	0.936136
DLBCL10905T	0.899555
DLBCL10906T	0.922381
DLBCL10907T	0.928021
DLBCL10908T	0.941736
DLBCL10909T	0.950962
DLBCL10910T	0.9251
DLBCL10911T	0.954664
DLBCL10912T	0.967146
DLBCL10913T	0.937358
DLBCL10914T	0.937241
DLBCL10915T	0.94581
DLBCL10916T	0.927088
DLBCL10917T	0.951805
DLBCL10918T	0.929199
DLBCL10919T	0.91795
DLBCL10920T	0.945994
DLBCL10921T	0.954848
DLBCL10922T	0.887319
DLBCL10923T	0.888117
DLBCL10924T	0.914157
DLBCL10925T	0.930127
DLBCL10926T	0.889423
DLBCL10927T	0.958361
DLBCL10928T	0.96044
DLBCL10929T	0.928687
DLBCL10930T	0.952393
DLBCL10931T	0.948969
DLBCL10932T	0.952392
DLBCL10933T	0.978986
DLBCL10934T	0.957778
DLBCL10935T	0.966251
DLBCL10936T	0.897567
DLBCL10937T	0.950645
DLBCL10938T	0.929651
DLBCL10939T	0.948312
DLBCL10940T	0.938409
DLBCL10941T	0.923757
DLBCL10942T	0.929184
DLBCL10943T	0.971419
DLBCL10945T	0.969221
DLBCL10946T	0.953536
DLBCL10947T	0.927406
DLBCL10948T	0.954829
DLBCL10949T	0.911407
DLBCL10950T	0.938912
DLBCL10951T	0.928193
DLBCL10952T	0.93557
DLBCL10953T	0.953108
DLBCL10954T	0.965949
DLBCL10955T	0.972361
DLBCL10956T	0.918973
DLBCL10957T	0.936822
DLBCL10958T	0.93547
DLBCL10959T	0.963386
DLBCL10960T	0.906808
DLBCL10961T	0.94786
DLBCL10962T	0.872174
DLBCL10963T	0.928812
DLBCL10964T	0.933134
DLBCL10965T	0.945643
DLBCL10966T	0.929693
DLBCL10967T	0.935168
DLBCL10968T	0.931323
DLBCL10969T	0.925152
DLBCL10970T	0.928072
DLBCL10971T	0.936374
DLBCL10972T	0.938499
DLBCL10973T	0.913733
DLBCL10974T	0.934174
DLBCL10975T	0.924986
DLBCL10977T	0.919137
DLBCL10978T	0.926839
DLBCL10979T	0.939818
DLBCL10980T	0.92242
DLBCL10981T	0.919622
DLBCL10982T	0.93638
DLBCL10983T	0.924747
DLBCL10984T	0.896848
DLBCL10985T	0.923136
DLBCL10986T	0.935425
DLBCL10987T	0.939335
DLBCL10988T	0.928238
DLBCL10989T	0.911803
DLBCL10990T	0.899711
DLBCL10991T	0.941938
DLBCL10992T	0.934753
DLBCL10993T	0.937613
DLBCL10994T	0.940123
DLBCL10995T	0.931952
DLBCL10996T	0.932627
DLBCL10997T	0.915057
DLBCL10998T	0.939806
DLBCL10999T	0.933845
DLBCL11000T	0.93905
DLBCL11001T	0.951068
DLBCL11002T	0.878935
DLBCL11003T	0.943609
DLBCL11004T	0.94514
DLBCL11005T	0.949802
DLBCL11180T	0.967215
DLBCL11181T	0.879593
DLBCL11182T	0.891401
DLBCL11187T	0.910024
DLBCL11188T	0.945628
DLBCL11191T	0.725797
DLBCL11193T	0.93598
DLBCL11194T	0.872499
DLBCL11195T	0.881556
DLBCL11196T	0.894294
DLBCL11202T	0.926533
DLBCL11203T	0.896421
DLBCL11204T	0.924028
DLBCL11205T	0.945338
DLBCL11206T	0.927179
DLBCL11208T	0.911228
DLBCL11242T	0.955778
DLBCL11255T	0.93051
DLBCL11256T	0.929475
DLBCL11257T	0.907989
DLBCL11258T	0.882864
DLBCL11259T	0.927031
DLBCL11260T	0.955989
DLBCL11261T	0.946058
DLBCL11262T	0.943627
DLBCL11271T	0.915032
DLBCL11346T	0.847977
DLBCL11353T	0.919983
DLBCL11428T	0.960546
DLBCL11429T	0.914441
DLBCL11430T	0.942053
DLBCL11431T	0.943185
DLBCL11432T	0.909956
DLBCL11433T	0.851962
DLBCL11434T	0.969596
DLBCL11435T	0.972818
DLBCL11436T	0.905937
DLBCL11437T	0.743364
DLBCL11438T	0.832776
DLBCL11439T	0.936885
DLBCL11440T	0.939497
DLBCL11441T	0.92143
DLBCL11443T	0.869409
DLBCL11444T	0.948684
DLBCL11445T	0.972657
DLBCL11446T	0.961537
DLBCL11447T	0.943565
DLBCL11448T	0.92011
DLBCL11449T	0.884935
DLBCL11450T	0.906506
DLBCL11451T	0.870183
DLBCL11452T	0.958742
DLBCL11453T	0.948972
DLBCL11454T	0.953533
DLBCL11455T	0.940302
DLBCL11456T	0.93575
DLBCL11457T	0.958319
DLBCL11458T	0.951859
DLBCL11459T	0.952003
DLBCL11460T	0.919489
DLBCL11461T	0.872591
DLBCL11462T	0.899846
DLBCL11463T	0.893402
DLBCL11464T	0.942035
DLBCL11466T	0.914406
DLBCL11467T	0.890109
DLBCL11468T	0.938635
DLBCL11469T	0.877976
DLBCL11470T	0.962662
DLBCL11471T	0.947628
DLBCL11472T	0.911306
DLBCL11473T	0.859748
DLBCL11474T	0.831567
DLBCL11475T	0.9727
DLBCL11476T	0.861379
DLBCL11477T	0.912733
DLBCL11478T	0.798613
DLBCL11479T	0.917767
DLBCL11480T	0.878629
DLBCL11481T	0.825036
DLBCL11482T	0.858041
DLBCL11483T	0.957485
DLBCL11484T	0.866452
DLBCL11485T	0.868943
DLBCL11486T	0.852173
DLBCL11488T	0.941055
DLBCL11489T	0.927901
DLBCL11490T	0.93603
DLBCL11491T	0.939481
DLBCL11492T	0.909531
DLBCL11493T	0.910661
DLBCL11494T	0.903335
DLBCL11495T	0.944542
DLBCL11496T	0.904093
DLBCL11497T	0.924795
DLBCL11498T	0.941226
DLBCL11499T	0.94697
DLBCL11500T	0.958392
DLBCL11501T	0.957277
DLBCL11503T	0.947598
DLBCL11504T	0.970831
DLBCL11506T	0.918088
DLBCL11507T	0.929391
DLBCL11508T	0.969466
DLBCL11509T	0.923645
DLBCL11510T	0.968262
DLBCL11511T	0.895721
DLBCL11512T	0.914932
DLBCL11513T	0.924508
DLBCL11514T	0.949915
DLBCL11515T	0.901369
DLBCL11516T	0.894023
DLBCL11518T	0.903917
DLBCL11519T	0.955096
DLBCL11520T	0.859147
DLBCL11523T	0.949038
DLBCL11525T	0.963488
DLBCL11526T	0.966323
DLBCL11527T	0.968757
DLBCL11528T	0.967597
DLBCL11530T	0.961021
DLBCL11531T	0.806531
DLBCL11532T	0.95547
DLBCL11533T	0.966426
DLBCL11534T	0.956553
DLBCL11535T	0.957663
DLBCL11536T	0.94185700000000006
DLBCL11537T	0.963257
DLBCL11538T	0.971616
DLBCL11539T	0.964581
DLBCL11540T	0.975562
DLBCL11541T	0.966848
DLBCL11542T	0.942209
DLBCL11558T	0.980793
DLBCL11559T	0.971105
DLBCL11560T	0.965979
DLBCL11562T	0.958792
DLBCL11563T	0.949741
DLBCL11564T	0.758219
DLBCL11565T	0.944556
DLBCL11566T	0.969192
DLBCL11567T	0.97283
DLBCL11568T	0.96451
DLBCL11569T	0.962598
DLBCL11570T	0.977193
DLBCL11571T	0.957947
DLBCL11572T	0.953216
DLBCL11573T	0.974412
DLBCL11574T	0.942361
DLBCL11575T	0.949418
DLBCL11576T	0.958599
DLBCL11577T	0.953331
DLBCL11578T	0.943409
DLBCL11579T	0.938471
DLBCL11581T	0.97054
DLBCL11584T	0.953576
DLBCL11585T	0.96405
DLBCL11586T	0.96399
DLBCL11587T	0.899524
DLBCL11589T	0.971455
DLBCL11590T	0.94702
DLBCL11591T	0.896097
DLBCL11595T	0.921855
DLBCL11596T	0.952506
DLBCL11646T	0.910031
DLBCL11648T	0.936063
DLBCL11649T	0.947343
DLBCL11651T	0.945058
DLBCL11652T	0.959918
DLBCL11655T	0.964742
DLBCL11656T	0.956389
DLBCL11657T	0.957414
DLBCL11658T	0.943826
DLBCL11659T	0.875644
DLBCL11660T	0.966338
DLBCL11661T	0.833786
DLBCL11662T	0.94433
DLBCL11663T	0.935505
DLBCL11664T	0.936254
DLBCL11665T	0.960142
DLBCL11666T	0.95449
DLBCL11667T	0.967063
DLBCL11669T	0.964059
DLBCL11670T	0.957948
DLBCL11671T	0.951179
DLBCL11672T	0.956894
DLBCL11673T	0.962614
DLBCL11675T	0.952886
DLBCL11676T	0.962918
DLBCL11677T	0.95454
DLBCL11678T	0.969901
DLBCL11679T	0.961857
DLBCL11680T	0.962465
DLBCL11681T	0.965652
DLBCL11683T	0.958833
DLBCL11684T	0.956642
DLBCL11685T	0.955829
Panea_1059T	0.002256
Panea_1060T	0.065134
Panea_1061T	0.827455
Panea_1063T	0.514625
Panea_1064T	0.823982
Panea_1065T	0.21076
Panea_1066T	0.436594
Panea_1090T	1.26e-4
Panea_1094T	0.002497
Panea_1096T	2e-5
Panea_1097T	8e-6
Panea_1101T	0.483024
Panea_1102T	6.37e-4
Panea_1104T	0.93495
Panea_1106T	0.004285
Panea_1107T	0.004811
Panea_11835T	0.733914
Panea_11841T	0.484521
Panea_11842T	0.665777
Panea_11843T	0.799172
Panea_12132T	0.699168
Panea_1275T	1.29e-4
Panea_1276T	0.308181
Panea_1280T	0.002148
Panea_1282T	0.015516
Panea_1283T	0.013534
Panea_1284T	0.05844
Panea_1285T	0.005933
Panea_1288T	3.4e-5
Panea_1289T	0.122792
Panea_1291T	1.8e-5
Panea_1293T	4.02e-4
Panea_1294T	0.059303
Panea_1295T	3.81e-4
Panea_1296T	0.001932
Panea_1297T	0.002373
Panea_19094T	0.411021
Panea_19095T	0.44028
Panea_19096T	0.458519
Panea_19097T	0.677055
Panea_2963T	0.939628
Panea_2964T	0.95945
Panea_2965T	0.875871
Panea_2966T	0.966536
Panea_2967T	0.840108
Panea_2968T	0.828588
Panea_2969T	0.955983
Panea_2970T	0.708482
Panea_2971T	0.82967
Panea_2972T	0.975343
Panea_2973T	0.955031
Panea_2974T	0.943766
Panea_2975T	0.865909
Panea_2976T	0.928396
Panea_2977T	0.958936
Panea_2978T	0.872656
Panea_2979T	0.802482
Panea_2980T	0.864616
Panea_2981T	0.764362
Panea_2982T	0.846115
Panea_2983T	0.893616
Panea_2984T	0.865603
Panea_2985T	0.656201
Panea_2986T	0.926833
Panea_2987T	0.949894
Panea_2988T	0.933662
Panea_2989T	0.88361
Panea_2990T	0.865917
Panea_2991T	0.883301
Panea_2992T	0.769788
Panea_2993T	0.810203
Panea_2994T	0.758137
Panea_4940T	7.63e-4
Panea_4941T	0.03624
Panea_4942T	0.401499
Panea_4943T	0.006214
Panea_4944T	0.452995
Panea_4945T	0.118545
Panea_4946T	0.184713
Panea_4947T	0.384701
Panea_4948T	0.459578
Panea_4949T	0.135577
Panea_6102T	0.444877
Panea_6103T	0.480494
Panea_6106T	0.714923
Panea_6107T	0.48211
Panea_6108T	0.535075
Panea_6109T	0.596161
Panea_6111T	0.003036
Panea_6112T	0.7101
Panea_6113T	0.621742
Panea_6115T	0.818048
Panea_6116T	0.806819
Panea_6117T	0.002424
Panea_6197T	0.733099
Panea_6198T	1.21e-4
Panea_6199T	0.895384
Panea_6207T	0.746695
Panea_6208T	0.148831
Panea_670T	0.917449
Panea_999T	0.902434
BNHL_10T	0.570562
BNHL_11T	0.563033
BNHL_12T	0.640138
BNHL_13T	0.590737
BNHL_14T	0.657685
BNHL_16T	0.602229
BNHL_17T	0.636238
BNHL_18T	0.535841
BNHL_19T	0.588061
BNHL_2T	0.546584
BNHL_20T	0.595159
BNHL_21T	0.70786
BNHL_22T	0.629157
BNHL_23T	0.639135
BNHL_25T	0.673627
BNHL_26T	0.687508
BNHL_27T	0.633085
BNHL_28T	0.566572
BNHL_29T	0.708809
BNHL_3T	0.655347
BNHL_30T	0.656049
BNHL_31T	0.614053
BNHL_33T	0.564109
BNHL_34T	0.577186
BNHL_35T	0.664668
BNHL_36T	0.482384
BNHL_37T	0.669561
BNHL_38T	0.601817
BNHL_39T	0.555981
BNHL_4T	0.574652
BNHL_40T	0.607285
BNHL_41T	0.625849
BNHL_42T	0.604927
BNHL_43T	0.636002
BNHL_44T	0.637309
BNHL_45T	0.65776
BNHL_46T	0.652116
BNHL_47T	0.650635
BNHL_48T	0.704351
BNHL_49T	0.626565
BNHL_5T	0.571681
BNHL_50T	0.519241
BNHL_51T	0.622464
BNHL_52T	0.647281
BNHL_53T	0.639411
BNHL_54T	0.659108
BNHL_55T	0.601715
BNHL_56T	0.609625
BNHL_57T	0.586605
BNHL_58T	0.531214
BNHL_59T	0.634696
BNHL_6T	0.601335
BNHL_60T	0.64747
BNHL_61T	0.641367
BNHL_62T	0.535135
BNHL_63T	0.575968
BNHL_64T	0.371196
BNHL_65T	0.539409
BNHL_66T	0.574535
BNHL_67T	0.625807
BNHL_68T	0.627371
BNHL_7T	0.566683
BNHL_70T	0.547252
BNHL_71T	0.582667
BNHL_72T	0.681887
BNHL_73T	0.557478
BNHL_74T	0.568566
BNHL_75T	0.650959
BNHL_76T	0.56981
BNHL_77T	0.630313
BNHL_78T	0.630774
BNHL_8T	0.568568
BNHL_9T	0.615254
